project,version,filename,packagetype,upload_time_utc,yanked
mcp,1.11.0,mcp-1.11.0.tar.gz,sdist,2025-07-10T16:41:09.388896Z,False
mcp,1.12.0,mcp-1.12.0-py3-none-any.whl,bdist_wheel,2025-07-17T19:46:34.166285Z,False
mcp,1.12.0,mcp-1.12.0.tar.gz,sdist,2025-07-17T19:46:35.522252Z,False
mcp,1.12.1,mcp-1.12.1-py3-none-any.whl,bdist_wheel,2025-07-22T16:51:40.086642Z,False
mcp,1.12.1,mcp-1.12.1.tar.gz,sdist,2025-07-22T16:51:41.660735Z,False
mcp,1.12.2,mcp-1.12.2-py3-none-any.whl,bdist_wheel,2025-07-24T18:29:03.419879Z,False
mcp,1.12.2,mcp-1.12.2.tar.gz,sdist,2025-07-24T18:29:05.175499Z,False
mcp,1.12.3,mcp-1.12.3-py3-none-any.whl,bdist_wheel,2025-07-31T18:36:34.915713Z,False
mcp,1.12.3,mcp-1.12.3.tar.gz,sdist,2025-07-31T18:36:36.795429Z,False
mcp,1.12.4,mcp-1.12.4-py3-none-any.whl,bdist_wheel,2025-08-07T20:31:15.690447Z,False
mcp,1.12.4,mcp-1.12.4.tar.gz,sdist,2025-08-07T20:31:18.082079Z,False
mcp,1.13.0,mcp-1.13.0-py3-none-any.whl,bdist_wheel,2025-08-14T15:03:56.641167Z,False
mcp,1.13.0,mcp-1.13.0.tar.gz,sdist,2025-08-14T15:03:58.580425Z,False
mcp,1.13.1,mcp-1.13.1-py3-none-any.whl,bdist_wheel,2025-08-22T09:22:14.705444Z,False
mcp,1.13.1,mcp-1.13.1.tar.gz,sdist,2025-08-22T09:22:16.061697Z,False
mcp,1.14.0,mcp-1.14.0-py3-none-any.whl,bdist_wheel,2025-09-11T17:40:46.891645Z,False
mcp,1.14.0,mcp-1.14.0.tar.gz,sdist,2025-09-11T17:40:48.667431Z,False
mcp,1.14.1,mcp-1.14.1-py3-none-any.whl,bdist_wheel,2025-09-18T13:37:18.165771Z,False
mcp,1.14.1,mcp-1.14.1.tar.gz,sdist,2025-09-18T13:37:19.971657Z,False
mcp,1.15.0,mcp-1.15.0-py3-none-any.whl,bdist_wheel,2025-09-25T15:39:50.538187Z,False
mcp,1.15.0,mcp-1.15.0.tar.gz,sdist,2025-09-25T15:39:51.995478Z,False
mcp,1.16.0,mcp-1.16.0-py3-none-any.whl,bdist_wheel,2025-10-02T16:58:19.039586Z,False
mcp,1.16.0,mcp-1.16.0.tar.gz,sdist,2025-10-02T16:58:20.631448Z,False
mcp,1.17.0,mcp-1.17.0-py3-none-any.whl,bdist_wheel,2025-10-10T12:16:42.863200Z,False
mcp,1.17.0,mcp-1.17.0.tar.gz,sdist,2025-10-10T12:16:44.519894Z,False
mcp,1.18.0,mcp-1.18.0-py3-none-any.whl,bdist_wheel,2025-10-16T19:19:53.200345Z,False
mcp,1.18.0,mcp-1.18.0.tar.gz,sdist,2025-10-16T19:19:55.125329Z,False
mcp,1.19.0,mcp-1.19.0-py3-none-any.whl,bdist_wheel,2025-10-24T01:11:14.151538Z,False
mcp,1.19.0,mcp-1.19.0.tar.gz,sdist,2025-10-24T01:11:15.839756Z,False
mcp,1.20.0,mcp-1.20.0-py3-none-any.whl,bdist_wheel,2025-10-30T22:14:51.078517Z,False
mcp,1.20.0,mcp-1.20.0.tar.gz,sdist,2025-10-30T22:14:53.421875Z,False
mcp,1.21.0,mcp-1.21.0-py3-none-any.whl,bdist_wheel,2025-11-06T23:19:56.508595Z,False
mcp,1.21.0,mcp-1.21.0.tar.gz,sdist,2025-11-06T23:19:58.432580Z,False
mcp,1.21.1,mcp-1.21.1-py3-none-any.whl,bdist_wheel,2025-11-13T20:33:44.502501Z,False
mcp,1.21.1,mcp-1.21.1.tar.gz,sdist,2025-11-13T20:33:46.139146Z,False
mcp,1.21.2,mcp-1.21.2-py3-none-any.whl,bdist_wheel,2025-11-17T13:56:04.987485Z,False
mcp,1.21.2,mcp-1.21.2.tar.gz,sdist,2025-11-17T13:56:06.397471Z,False
mcp,1.22.0,mcp-1.22.0-py3-none-any.whl,bdist_wheel,2025-11-20T20:11:26.542962Z,False
mcp,1.22.0,mcp-1.22.0.tar.gz,sdist,2025-11-20T20:11:28.095784Z,False
mcp,1.23.0,mcp-1.23.0-py3-none-any.whl,bdist_wheel,2025-12-02T13:40:00.738293Z,False
mcp,1.23.0,mcp-1.23.0.tar.gz,sdist,2025-12-02T13:40:02.558797Z,False
mcp,1.23.1,mcp-1.23.1-py3-none-any.whl,bdist_wheel,2025-12-02T18:41:11.195085Z,False
mcp,1.23.1,mcp-1.23.1.tar.gz,sdist,2025-12-02T18:41:12.807686Z,False
mcp,1.23.2,mcp-1.23.2-py3-none-any.whl,bdist_wheel,2025-12-08T15:51:01.023879Z,False
mcp,1.23.2,mcp-1.23.2.tar.gz,sdist,2025-12-08T15:51:02.432201Z,False
mcp,1.23.3,mcp-1.23.3-py3-none-any.whl,bdist_wheel,2025-12-09T16:04:35.560431Z,False
mcp,1.23.3,mcp-1.23.3.tar.gz,sdist,2025-12-09T16:04:37.351378Z,False
mcp,1.24.0,mcp-1.24.0-py3-none-any.whl,bdist_wheel,2025-12-12T14:19:36.140891Z,False
mcp,1.24.0,mcp-1.24.0.tar.gz,sdist,2025-12-12T14:19:38.205006Z,False
mcp,1.25.0,mcp-1.25.0-py3-none-any.whl,bdist_wheel,2025-12-19T10:19:55.416541Z,False
mcp,1.25.0,mcp-1.25.0.tar.gz,sdist,2025-12-19T10:19:56.985704Z,False
mcp,1.26.0,mcp-1.26.0-py3-none-any.whl,bdist_wheel,2026-01-24T19:40:30.652691Z,False
mcp,1.26.0,mcp-1.26.0.tar.gz,sdist,2026-01-24T19:40:32.468833Z,False
mcp,1.27.0,mcp-1.27.0-py3-none-any.whl,bdist_wheel,2026-04-02T14:48:07.240886Z,False
mcp,1.27.0,mcp-1.27.0.tar.gz,sdist,2026-04-02T14:48:08.880375Z,False
mcp,1.27.1,mcp-1.27.1-py3-none-any.whl,bdist_wheel,2026-05-08T16:50:10.547600Z,False
mcp,1.27.1,mcp-1.27.1.tar.gz,sdist,2026-05-08T16:50:12.601867Z,False
mcp,1.27.2,mcp-1.27.2-py3-none-any.whl,bdist_wheel,2026-05-29T17:16:02.442669Z,False
mcp,1.27.2,mcp-1.27.2.tar.gz,sdist,2026-05-29T17:16:04.039959Z,False
mcp,2.0.0a1,mcp-2.0.0a1-py3-none-any.whl,bdist_wheel,2026-06-11T09:55:46.823537Z,False
mcp,2.0.0a1,mcp-2.0.0a1.tar.gz,sdist,2026-06-11T09:55:48.791495Z,False
mcp,1.28.0,mcp-1.28.0-py3-none-any.whl,bdist_wheel,2026-06-16T21:37:16.579617Z,False
mcp,1.28.0,mcp-1.28.0.tar.gz,sdist,2026-06-16T21:37:17.996966Z,False
mcp,2.0.0a2,mcp-2.0.0a2-py3-none-any.whl,bdist_wheel,2026-06-16T22:01:35.592035Z,False
mcp,2.0.0a2,mcp-2.0.0a2.tar.gz,sdist,2026-06-16T22:01:37.533185Z,False
mcp,2.0.0a3,mcp-2.0.0a3-py3-none-any.whl,bdist_wheel,2026-06-26T08:49:10.845013Z,False
mcp,2.0.0a3,mcp-2.0.0a3.tar.gz,sdist,2026-06-26T08:49:13.896941Z,False
mcp,1.28.1,mcp-1.28.1-py3-none-any.whl,bdist_wheel,2026-06-26T12:57:27.218095Z,False
mcp,1.28.1,mcp-1.28.1.tar.gz,sdist,2026-06-26T12:57:29.093358Z,False
mcp,2.0.0b1,mcp-2.0.0b1-py3-none-any.whl,bdist_wheel,2026-06-30T23:24:34.788560Z,False
mcp,2.0.0b1,mcp-2.0.0b1.tar.gz,sdist,2026-06-30T23:24:38.363772Z,False
mcp,2.0.0b2,mcp-2.0.0b2-py3-none-any.whl,bdist_wheel,2026-07-14T16:47:54.768521Z,False
mcp,2.0.0b2,mcp-2.0.0b2.tar.gz,sdist,2026-07-14T16:47:57.897927Z,False
mcp,2.0.0rc1,mcp-2.0.0rc1-py3-none-any.whl,bdist_wheel,2026-07-27T13:35:13.997438Z,False
mcp,2.0.0rc1,mcp-2.0.0rc1.tar.gz,sdist,2026-07-27T13:35:17.166105Z,False
mcp,1.29.0,mcp-1.29.0-py3-none-any.whl,bdist_wheel,2026-07-28T13:41:40.337890Z,False
mcp,1.29.0,mcp-1.29.0.tar.gz,sdist,2026-07-28T13:41:41.939004Z,False
mcp,2.0.0,mcp-2.0.0-py3-none-any.whl,bdist_wheel,2026-07-28T13:45:28.853348Z,False
mcp,2.0.0,mcp-2.0.0.tar.gz,sdist,2026-07-28T13:45:32.346253Z,False
mcp,1.29.1,mcp-1.29.1-py3-none-any.whl,bdist_wheel,2026-08-24T18:30:39.573830Z,False
mcp,1.29.1,mcp-1.29.1.tar.gz,sdist,2026-08-24T18:30:41.161114Z,False
mcp,2.1.0,mcp-2.1.0-py3-none-any.whl,bdist_wheel,2026-08-24T19:04:29.909929Z,False
mcp,2.1.0,mcp-2.1.0.tar.gz,sdist,2026-08-24T19:04:32.671972Z,False
mcp,2.1.1,mcp-2.1.1-py3-none-any.whl,bdist_wheel,2026-08-25T16:13:59.024858Z,False
mcp,2.1.1,mcp-2.1.1.tar.gz,sdist,2026-08-25T16:14:02.376457Z,False
mcp,2.0.1,mcp-2.0.1-py3-none-any.whl,bdist_wheel,2026-08-26T10:48:35.253507Z,False
mcp,2.0.1,mcp-2.0.1.tar.gz,sdist,2026-08-26T10:48:38.625526Z,False
mcp,1.30.0,mcp-1.30.0-py3-none-any.whl,bdist_wheel,2026-09-07T14:34:14.266679Z,False
mcp,1.30.0,mcp-1.30.0.tar.gz,sdist,2026-09-07T14:34:15.845195Z,False
mcp,2.2.0,mcp-2.2.0-py3-none-any.whl,bdist_wheel,2026-09-07T16:06:19.711091Z,False
mcp,2.2.0,mcp-2.2.0.tar.gz,sdist,2026-09-07T16:06:23.439276Z,False
